renglon,año,ent,id_ent,cvegeo,pob,pobh,pobm,nac,defs,emigintnal,inmigintnal,emigest,inmigest,crecnat,crecsoct,crect,e0h,e0m,e0,mnest,mnintnal,tmih,tmim,tmi,tbm,tbn,tcn,tcs,tc,temigest,tinmigest,tmnetest,tmnetintnal,tgf
1051,1995,Sinaloa,25,25,2387913,1202438,1185475,60900,11026,13354,1164,30111,25123,49874,-17178,32696,70.41022715,76.82813499,73.5409139,-4988,-12190,20.90125067,17.00601759,19.00113698,4.617421154,25.50344171,2.088602055,-0.719372942,1.369229113,1.260975588,1.052090256,-0.208885332,-0.51048761,2.896804893
1052,1996,Sinaloa,25,25,2420265,1216621,1203644,60667,11194,14119,1272,30545,25539,49473,-17853,31620,70.65506556,76.97140057,73.73620459,-5006,-12847,19.92262323,16.20977072,18.11147566,4.625113366,25.06626341,2.044115004,-0.737646497,1.306468507,1.262051883,1.055215028,-0.206836855,-0.530809643,2.836169565
1053,1997,Sinaloa,25,25,2451312,1229910,1221402,60327,11358,14831,1432,30961,25959,48969,-18401,30568,70.90164912,77.10080658,73.92562837,-5002,-13399,19.00937777,15.466721,17.28125251,4.633437114,24.61008635,1.997664924,-0.750659239,1.247005685,1.263037916,1.058983924,-0.204053992,-0.546605246,2.777083269
1054,1998,Sinaloa,25,25,2481249,1242362,1238887,59914,11537,15428,1624,31344,26363,48377,-18785,29592,71.14298246,77.21790215,74.10635792,-4981,-13804,18.15818864,14.77416257,16.50744422,4.649674418,24.14670998,1.949703557,-0.757078391,1.192625166,1.263234766,1.062489093,-0.200745673,-0.556332718,2.720617406
1055,1999,Sinaloa,25,25,2508118,1253037,1255081,59508,11720,15963,1864,31695,26768,47788,-19026,28762,71.37303351,77.32409816,74.27599188,-4927,-14099,17.36574364,14.12940051,15.78703967,4.672826398,23.72615642,1.905333003,-0.75857675,1.146756253,1.263696525,1.067254411,-0.196442113,-0.562134636,2.67331881
1056,2000,Sinaloa,25,25,2537959,1266196,1271763,59064,11915,12504,2119,31725,26421,47149,-15689,31460,71.58676722,77.42068478,74.43258066,-5304,-10385,16.62877182,13.52977344,15.11706529,4.694717291,23.27224356,1.857752627,-0.618173895,1.239578732,1.250020193,1.041033366,-0.208986828,-0.409187067,2.62693896
1057,2001,Sinaloa,25,25,2571178,1281745,1289433,58669,12139,11814,2381,31385,25367,46530,-15451,31079,71.78006823,77.50884735,74.57459463,-6018,-9433,15.94406666,12.97267242,14.49460606,4.721182275,22.8179457,1.809676343,-0.60093078,1.208745563,1.220646723,0.986590582,-0.234056141,-0.366874639,2.583204122
1058,2002,Sinaloa,25,25,2602506,1295815,1306691,58273,12382,11185,2653,31006,24375,45891,-15163,30728,71.94956293,77.58968019,74.70083964,-6631,-8532,15.30850498,12.45555633,13.91682271,4.75772198,22.39111072,1.763338874,-0.582630741,1.180708133,1.191390145,0.936597264,-0.25479288,-0.327837861,2.544552691
1059,2003,Sinaloa,25,25,2633143,1309423,1323720,57848,12658,11282,2947,30614,23446,45190,-15503,29687,72.09235654,77.66419835,74.81032816,-7168,-8335,14.71906202,11.9759641,13.38096547,4.807182899,21.96918284,1.716199994,-0.588764074,1.12743592,1.162640996,0.890418788,-0.272222207,-0.316541867,2.508122113
1060,2004,Sinaloa,25,25,2660125,1321156,1338969,57410,12944,11469,3245,30178,22589,44466,-15813,28653,72.20569943,77.73334718,74.90211297,-7589,-8224,14.17282303,11.5315242,12.88438458,4.865936751,21.58169259,1.671575584,-0.59444575,1.077129834,1.134457967,0.849170622,-0.285287346,-0.309158404,2.477592429
1061,2005,Sinaloa,25,25,2689158,1334418,1354740,56925,13245,8098,3562,29759,21783,43680,-12512,31168,72.3145697,77.79800988,74.98941857,-7976,-4536,13.6669919,11.11996159,12.42453809,4.925333506,21.16833596,1.624300246,-0.465275748,1.159024498,1.106628915,0.8100305,-0.296598415,-0.168677333,2.443533387
1062,2006,Sinaloa,25,25,2721660,1349844,1371816,56565,13564,7069,3892,29335,21057,43001,-11455,31546,72.42006523,77.85901301,75.07321049,-8278,-3177,13.198897,10.73910256,11.99899727,4.983723169,20.78327197,1.57995488,-0.420882844,1.159072037,1.077834851,0.773682238,-0.304152613,-0.116730231,2.411546535
1063,2007,Sinaloa,25,25,2753754,1365168,1388586,56287,13896,5857,4232,28912,20417,42391,-10120,32271,72.52237196,77.91970538,75.15521753,-8495,-1625,12.76599489,10.38687766,11.6054499,5.046202384,20.44009741,1.539389502,-0.367498331,1.171891171,1.049912229,0.741424252,-0.308487977,-0.059010355,2.385750541
1064,2008,Sinaloa,25,25,2787098,1381378,1405720,55972,14727,4846,4595,28478,19838,41245,-8891,32354,71.67912504,77.97817176,74.75183076,-8640,-251,12.36587196,10.06132309,11.24170178,5.283990732,20.08253746,1.479854673,-0.319005647,1.160849026,1.021779643,0.71177978,-0.309999864,-0.009005783,2.358411528
1065,2009,Sinaloa,25,25,2820908,1398008,1422900,55635,15550,4887,4968,28029,19282,40085,-8666,31419,70.91625093,78.01648684,74.37978064,-8747,81,11.99624454,9.760580784,10.90567685,5.51240948,19.72237308,1.42099636,-0.307206049,1.113790311,0.99361624,0.683538775,-0.310077464,0.002871416,2.32958867
1066,2010,Sinaloa,25,25,2851333.842,1412260.889,1439072.952,55140.77023,16527,4777.47572,4340.827123,27893.73149,18845.27149,38613.77023,-9485.108592,29128.66164,69.89130162,77.97736879,73.83572463,-9048.459995,-436.6485974,11.65495758,9.482897304,10.59541598,5.796234646,19.33858793,1.354235329,-0.33265514,1.021580189,0.978269576,0.660928272,-0.317341304,-0.015313836,2.294806241
1067,2011,Sinaloa,25,25,2878525.188,1424787.846,1453737.342,54912.71772,16855,4808.069923,3791.430356,28004.7771,19040.58878,38057.71772,-9980.827888,28076.88983,70.0400236,78.07872848,73.96134305,-8964.18832,-1016.639568,11.3399823,9.226621963,10.30907482,5.855429047,19.07668481,1.322125576,-0.346734082,0.975391494,0.972886297,0.661470286,-0.311416011,-0.035318071,2.273608297
1068,2012,Sinaloa,25,25,2905749.906,1437075.281,1468674.625,54705.97706,17190,4836.788783,3314.069717,28109.61258,19229.6437,37515.97706,-10402.68794,27113.28911,70.18921239,78.17976859,74.08704469,-8879.968879,-1522.719066,11.04941293,8.990204157,10.04492085,5.915856683,18.82680163,1.291094494,-0.358003554,0.93309094,0.967378938,0.661779035,-0.305599902,-0.052403652,2.254103187
1069,2013,Sinaloa,25,25,2932312.792,1449060.515,1483252.277,54515.94921,17122,4864.329637,2898.739939,28212.28344,19412.75353,37393.94921,-10765.11961,26628.8296,71.08575662,78.30340421,74.60656032,-8799.52991,-1965.589698,10.78146279,8.77219018,9.80132981,5.839076939,18.59145087,1.275237393,-0.367120439,0.908116954,0.962117122,0.662028743,-0.300088379,-0.067032061,2.23617979
1070,2014,Sinaloa,25,25,2958690.742,1461194.68,1497496.061,54340.34684,17127,4891.20623,2537.465764,28315.33741,19592.43225,37213.34684,-11076.64563,26136.70121,71.86401029,78.42523685,75.06460861,-8722.905163,-2353.740465,10.53445986,8.571219615,9.576781693,5.788709093,18.36634903,1.257763994,-0.374376594,0.8833874,0.957022544,0.662199397,-0.294823147,-0.079553447,2.219730133
1071,2015,Sinaloa,25,25,2984571.463,1473158.829,1511412.634,54176.37329,17194,4917.067413,2222.986243,28419.58826,19771.92325,36982.37329,-11341.74618,25640.62711,72.54088699,78.54537949,75.46990772,-8647.66501,-2694.08117,10.30684198,8.386021428,9.369856344,5.760961067,18.15214478,1.239118371,-0.380012552,0.859105819,0.952216712,0.662471095,-0.289745617,-0.090266935,2.204650114
1072,2016,Sinaloa,25,25,3009952.101,1484939.185,1525012.916,54021.29195,17315,4941.602473,1949.042823,28520.62432,19946.53429,36706.29195,-11566.64968,25139.64227,73.13120952,78.66393836,75.83010164,-8574.090027,-2992.55965,10.09715179,8.215409868,9.179228903,5.752583237,17.94755868,1.219497544,-0.384280191,0.835217353,0.947544126,0.662686103,-0.284858022,-0.099422169,2.190840028
1073,2017,Sinaloa,25,25,3034942.318,1496631.827,1538310.491,53872.27215,17482,4964.516099,1710.237397,28617.09087,20115.94134,36390.27215,-11755.42823,24634.84391,73.6478423,78.78101328,76.15182814,-8501.149532,-3254.278702,9.904031589,8.058280248,9.003665081,5.760241273,17.75067415,1.199043288,-0.387336134,0.811707154,0.942920421,0.662811323,-0.280109097,-0.107227036,2.178204941
1074,2018,Sinaloa,25,25,3059321.663,1508017.618,1551304.045,53721.30021,17869,4985.26928,1501.972741,28706.55753,20279.91866,35852.30021,-11909.93541,23942.3648,73.76764235,78.87934385,76.26115527,-8426.638865,-3483.29654,9.72621804,7.913604678,8.8420164,5.840837274,17.55987311,1.171903584,-0.389299875,0.782603709,0.938330803,0.662889388,-0.275441415,-0.11385846,2.166654926
1075,2019,Sinaloa,25,25,3082892.607,1518906.607,1563986.001,53558.98257,18263,5003.42928,1320.138164,28786.77057,20437.36138,35295.98257,-12032.70031,23263.28227,73.8876702,78.97765555,76.37058988,-8349.409189,-3683.291116,9.562536976,7.780427812,8.693215433,5.923981898,17.37296409,1.14489822,-0.390305529,0.75459269,0.933758461,0.6629281,-0.270830361,-0.119475168,2.156105187
1076,2020,Sinaloa,25,25,3105703.852,1529380.922,1576322.93,53381.03343,18661,5018.962297,1161.264533,28856.87546,20587.9694,34720.03343,-12126.60382,22593.42961,74.00795604,79.07597435,76.4801601,-8268.906059,-3857.697764,9.411898226,7.657862648,8.556271115,6.008621843,17.18806299,1.117944115,-0.390462336,0.727481778,0.929157345,0.662908326,-0.26624902,-0.124213317,2.146476088
1077,2021,Sinaloa,25,25,3127923.161,1539554.216,1588368.945,53189.59744,19067,5031.900051,1161.250161,28916.33147,20731.55625,34122.59744,-12055.42511,22067.17233,74.12852515,79.17432226,76.58988959,-8184.775217,-3870.64989,9.273290565,7.545086414,8.43026415,6.095737976,17.00476473,1.090902675,-0.385413084,0.705489591,0.924457858,0.662789819,-0.26166804,-0.123745044,2.137693108
1078,2022,Sinaloa,25,25,3149712.448,1549532.316,1600180.132,52988.93547,19479,5042.586385,1161.235792,28966.55068,20870.26688,33509.93547,-11977.63439,21532.30107,74.24939828,79.27271762,76.69979796,-8096.283798,-3881.350594,9.145776807,7.441336584,8.314342552,6.184374072,16.82342002,1.063904595,-0.380277076,0.683627519,0.919656989,0.662608642,-0.257048347,-0.123228728,2.12968674
1079,2023,Sinaloa,25,25,3170971.743,1559253.141,1611718.601,52774.38099,19898,5051.096314,1161.221431,29007.18425,21003.73315,32876.38099,-11893.32599,20983.055,74.37059199,79.37117539,76.80990097,-8003.451105,-3889.874884,9.028489073,7.345907019,8.20771734,6.275048034,16.64296792,1.036791988,-0.37506881,0.661723178,0.914772713,0.662375286,-0.252397427,-0.122671383,2.122392333
1080,2024,Sinaloa,25,25,3191685.765,1568710.663,1622975.101,52537.85744,20323,5057.533678,1161.207084,29037.92528,21131.5918,32214.85744,-11802.66008,20412.19737,74.49211896,79.46970749,76.92021092,-7906.333484,-3896.326594,8.920624251,7.258144277,8.10965841,6.367481481,16.460849,1.009336752,-0.369793925,0.639542827,0.909799003,0.662082465,-0.247716538,-0.122077387,2.115749911
1081,2025,Sinaloa,25,25,3211819.789,1577889.488,1633930.301,52274.73851,20754,5062.016444,1161.19276,29058.56173,21253.43386,31520.73851,-11705.95155,19814.78697,74.6139883,79.568323,77.03073693,-7805.127861,-3900.823684,8.82143965,7.177444079,8.019490591,6.461757309,16.27573835,0.981398104,-0.364464768,0.616933336,0.904738237,0.661725603,-0.243012634,-0.121452134,2.109703963
1082,2026,Sinaloa,25,25,3231333.005,1586771.859,1644561.146,51990.81574,21193,5064.739044,1161.178462,29069.1557,21369.0098,30797.81574,-11603.70649,19194.10925,74.73620583,79.66702848,77.14148517,-7700.145903,-3903.560582,8.730248875,7.103247949,7.936589887,6.558593611,16.08958769,0.953099408,-0.35909968,0.593999728,0.899602599,0.661306333,-0.238296266,-0.120803414,2.104203217
1083,2027,Sinaloa,25,25,3250210.579,1595352.307,1654858.272,51697.08027,21638,5065.882653,1161.164198,29070.16424,21478.42795,30059.08027,-11496.45474,18562.62553,74.85877436,79.76582816,77.25245914,-7591.73629,-3904.718455,8.646417914,7.03504003,7.860379921,6.657414797,15.90576334,0.924834854,-0.353714151,0.571120704,0.89440864,0.660831889,-0.233576752,-0.120137399,2.099200402
1084,2028,Sinaloa,25,25,3268453.947,1603633.389,1664820.559,51395.28055,22090,5065.633083,1161.149973,29062.23942,21581.84227,29305.28055,-11384.88026,17920.40029,74.98169397,79.8647242,77.36365994,-7480.397152,-3904.48311,8.569361433,6.972344075,7.790328576,6.758547117,15.72464578,0.896609866,-0.348326164,0.548283702,0.8891739,0.660307369,-0.228866531,-0.119459634,2.094652012
1085,2029,Sinaloa,25,25,3286051.508,1611611.718,1674439.79,51084.9351,22548,5064.176632,1161.135793,29046.17193,21679.43477,28536.9351,-11269.778,17267.1571,75.10496217,79.9637169,77.47508643,-7366.737163,-3903.040839,8.498539299,6.914720612,7.725944817,6.861730544,15.54599342,0.868426287,-0.342958045,0.525468242,0.883923209,0.659741173,-0.224182036,-0.118776009,2.090518063
1086,2030,Sinaloa,25,25,3302931.157,1619252.678,1683678.479,50766.6933,23013,5061.652037,1161.121663,29022.86642,21771.40491,27753.6933,-11151.99189,16601.70141,75.22857422,80.06280485,77.58673551,-7251.461513,-3900.530374,8.433453296,6.861764273,7.666775724,6.967447672,15.3701942,0.840274652,-0.337639247,0.502635405,0.878700313,0.659154063,-0.219546251,-0.118092996,2.086761861
1087,1990,Sonora,26,26,1858664,950460,908204,49986,9412,4302,1497,14942,19065,40574,1318,41892,66.93846034,73.39092276,70.08600299,4123,-2805,26.69602184,21.72085413,24.26911076,5.063852315,26.89351061,2.182965829,0.070911149,2.253876978,0.803910766,1.025736766,0.221826,-0.150914851,3.08778409
1088,1991,Sonora,26,26,1901710,971753,929957,50496,9468,4460,1548,15038,19271,41028,1321,42349,67.4235752,73.82972101,70.54852437,4233,-2912,25.66746778,20.88398515,23.33406161,4.978677085,26.55294446,2.157426737,0.069463798,2.226890535,0.790761998,1.013351142,0.222589143,-0.153125345,3.027448046
1089,1992,Sonora,26,26,1944455,992740,951715,50903,9530,4682,1651,15124,19489,41373,1334,42707,67.89173059,74.24842097,70.99255516,4365,-3031,24.68590404,20.0853492,22.44173095,4.901116251,26.1785436,2.127742735,0.068605342,2.196348077,0.777801492,1.002285988,0.224484496,-0.155879154,2.970206525
1090,1993,Sonora,26,26,1987353,1013734,973619,51136,9599,4922,1823,15200,19683,41537,1384,42921,68.33971114,74.64372832,71.41484147,4483,-3099,23.75012071,19.32396185,21.59101883,4.830042775,25.73070813,2.090066536,0.069640371,2.159706907,0.764836443,0.990412876,0.225576433,-0.155936062,2.908259725
1091,1994,Sonora,26,26,2030370,1034702,995668,51332,9689,5175,2047,15247,19869,41643,1494,43137,68.76492108,75.01324475,71.81288385,4622,-3128,22.85883326,18.59877797,20.78075751,4.772036624,25.28209144,2.051005482,0.073582647,2.124588129,0.750946872,0.978590109,0.227643237,-0.15406059,2.850152412
1092,1995,Sonora,26,26,2073741,1055726,1018015,51592,9792,5459,2238,15275,20041,41800,1545,43345,69.16540059,75.35543394,72.18492905,4766,-3221,22.01069697,17.90870344,20.00972452,4.721901144,24.87870954,2.01568084,0.074503036,2.090183875,0.736591503,0.966417696,0.229826193,-0.155323158,2.802330858
1093,1996,Sonora,26,26,2117226,1076618,1040608,51709,9918,5762,2383,15297,20184,41791,1508,43299,69.53980316,75.66953556,72.52991653,4887,-3379,21.20432026,17.25260603,19.27665479,4.684431421,24.42299499,1.973856357,0.071225273,2.04508163,0.722501991,0.953322886,0.230820895,-0.159595622,2.752100577
1094,1997,Sonora,26,26,2160460,1097235,1063225,51734,10066,6057,2584,15297,20306,41668,1536,43204,69.88734269,75.95544593,72.84739305,5009,-3473,20.43827708,16.62932544,18.58025189,4.65919295,23.94582635,1.92866334,0.07109597,1.999759311,0.708043657,0.93989243,0.231848773,-0.160752803,2.701901523
1095,1998,Sonora,26,26,2203557,1117649,1085908,51760,10226,6300,2850,15282,20401,41534,1669,43203,70.20771918,76.21358231,73.13740851,5119,-3450,19.71111815,16.0376825,17.91919832,4.640678685,23.48929481,1.884861612,0.075741177,1.960602789,0.693515076,0.925821297,0.232306221,-0.156565045,2.656459746
1096,1999,Sonora,26,26,2247827,1138844,1108983,51829,10418,6514,3168,15240,20487,41411,1901,43312,70.50103202,76.44474422,73.40040383,5247,-3346,19.02138129,15.4764875,17.29216481,4.634698311,23.05737942,1.84226811,0.084570565,1.926838676,0.677988119,0.911413556,0.233425437,-0.148854872,2.615917316
1097,2000,Sonora,26,26,2289991,1159150,1130841,51913,10633,8419,3478,15233,20533,41280,359,41639,70.76768797,76.64998165,73.63709952,5300,-4941,18.36760055,14.94454772,16.69781868,4.64324969,22.66952141,1.802627172,0.015676918,1.818304089,0.665199121,0.896641079,0.231441958,-0.21576504,2.584713756
1098,2001,Sonora,26,26,2330502,1178547,1151955,51927,10862,7965,3869,15274,20540,41065,1170,42235,71.00830992,76.83047605,73.84839096,5266,-4096,17.7483145,14.44067407,16.13483137,4.660798403,22.28146554,1.762066714,0.050203776,1.812270489,0.655395275,0.881355176,0.2259599,-0.175756125,2.556713376
1099,2002,Sonora,26,26,2373321,1199020,1174301,51989,11119,7543,4260,15325,20531,40870,1923,42793,71.22365047,76.98743695,74.03525363,5206,-3283,17.16207343,13.96368702,15.60188494,4.684996256,21.90559136,1.722059511,0.081025702,1.803085213,0.645719648,0.86507472,0.219355072,-0.138329371,2.5295506
1100,2003,Sonora,26,26,2416527,1219601,1196926,52073,11400,7599,4669,15358,20518,40673,2230,42903,71.4145128,77.12201436,74.1986599,5160,-2930,16.60744571,13.51242173,15.09767791,4.717514019,21.54869364,1.683117962,0.092281195,1.775399158,0.635540178,0.84906976,0.213529582,-0.121248387,2.50473189
1101,2004,Sonora,26,26,2460302,1240685,1219617,52139,11704,7725,5090,15398,20488,40435,2455,42890,71.58167988,77.23522538,74.33950695,5090,-2635,16.08302322,13.08573253,14.6209302,4.757139571,21.19211381,1.643497424,0.099784498,1.743281922,0.625858126,0.832743297,0.206885171,-0.107100673,2.480567169
1102,2005,Sonora,26,26,2501653,1260358,1241295,52131,12037,9072,5523,15422,20444,40094,1473,41567,71.7258519,77.32789199,74.45855438,5022,-3549,15.58742607,12.68249666,14.17038734,4.811618558,20.8386215,1.602700295,0.058881068,1.661581362,0.616472388,0.817219654,0.200747266,-0.141866198,2.45582236
1103,2006,Sonora,26,26,2542078,1279339,1262739,52319,12385,7926,5975,15449,20403,39934,3003,42937,71.84759095,77.40058642,74.55636923,4954,-1951,15.11930648,12.30161754,13.74482407,4.87199842,20.58119381,1.570919539,0.118131702,1.689051241,0.607731155,0.802611092,0.194879937,-0.076748235,2.441230196
1104,2007,Sonora,26,26,2586060,1300441,1285619,52539,12762,6566,6431,15492,20366,39777,4739,44516,71.94727134,77.46040127,74.63660301,4874,-135,14.67735202,11.94202732,13.34304729,4.934920303,20.31623396,1.538131366,0.183251742,1.721383108,0.599058026,0.787530065,0.188472039,-0.005220297,2.425222818
1105,2008,Sonora,26,26,2632192,1322962,1309230,52551,13294,5445,6906,15532,20325,39257,6254,45511,71.76466597,77.51847413,74.57140166,4793,1461,14.26028821,11.60268904,12.96389837,5.050543425,19.96472902,1.491418559,0.237596649,1.729015209,0.590078535,0.772170115,0.18209158,0.05550507,2.397805597
1106,2009,Sonora,26,26,2679501,1346450,1333051,52498,13784,5484,7396,15566,20249,38714,6595,45309,71.71565038,77.55503825,74.56413227,4683,1912,13.86688057,11.28259828,12.60625507,5.144241409,19.59245397,1.444821256,0.246127917,1.690949173,0.580929061,0.755700408,0.174771347,0.07135657,2.36709736
1107,2010,Sonora,26,26,2727031.868,1371003.359,1356028.51,52104.69223,14294,5009.223282,6631.649217,15688.84694,20261.18415,37810.69223,6194.76314,44005.45537,71.61718916,77.57740595,74.52461198,4572.337205,1622.425935,13.49593616,10.98078442,12.26903287,5.241596245,19.10674123,1.386514499,0.227161377,1.613675875,0.57530853,0.742975701,0.167667172,0.059494205,2.318770521
1108,2011,Sonora,26,26,2767363.748,1389542.521,1377821.227,52289.56368,14674,5071.448899,5941.518808,15857.69696,20419.14961,37615.56368,5431.522557,43047.08623,71.74915607,77.68352872,74.64397199,4561.452648,870.0699088,13.14630463,10.69631149,11.95118602,5.302519415,18.89508155,1.359256213,0.196270641,1.555526854,0.573025392,0.737855644,0.164830252,0.031440388,2.300319814
1109,2012,Sonora,26,26,2809806.338,1410077.126,1399729.211,52485.7494,15060,5131.941768,5324.834019,16019.1417,20571.26398,37425.7494,4745.014534,42170.76393,71.88139201,77.78961073,74.76344992,4552.122284,192.8922501,12.8168789,10.42827874,11.65170809,5.359799997,18.67949001,1.331969001,0.168873366,1.500842367,0.570115509,0.732123909,0.1620084,0.006864966,2.283073324
1110,2013,Sonora,26,26,2851461.521,1430138.906,1421322.615,52688.68822,15382,5190.845598,4773.574865,16176.12587,20719.66179,37306.68822,4126.265181,41432.95341,72.14063459,77.90596997,74.95299332,4543.535915,-417.2707334,12.5065955,10.17582088,11.36963227,5.394426642,18.47778335,1.308335671,0.144707027,1.453042697,0.567292448,0.726633049,0.159340601,-0.014633574,2.266960801
1111,2014,Sonora,26,26,2892464.408,1449842.978,1442621.429,52897.79423,15713,5248.26646,4280.739407,16330.24992,20864.9233,37184.79423,3567.146323,40751.94056,72.39221503,78.02178825,75.13834831,4534.673376,-967.5270531,12.21443457,9.938108129,11.10403143,5.432391824,18.28814007,1.285574824,0.123325505,1.408900329,0.564579114,0.721354539,0.156775425,-0.033449921,2.251914968
1112,2015,Sonora,26,26,2932821.235,1469182.518,1463638.718,53114.3907,16054,5304.138057,3840.01917,16484.29533,21009.59747,37060.3907,3061.183256,40121.57396,72.63645986,78.13708262,75.31969048,4525.302142,-1464.118887,11.9394196,9.714345947,10.85401782,5.473910175,18.11034033,1.263643016,0.104376742,1.368019758,0.562062738,0.716361339,0.154298601,-0.049921859,2.237871553
1113,2016,Sonora,26,26,2972579.782,1488190.675,1484389.107,53335.85107,16405,5358.434538,3445.797368,16634.95344,21149.19407,36930.85107,2601.603459,39532.45453,72.87368616,78.25186912,75.49719004,4514.240629,-1912.63717,11.68061694,9.503774691,10.61874267,5.51877534,17.94261382,1.242383848,0.087520055,1.329903902,0.559613355,0.711476079,0.151862724,-0.064342669,2.224769295
1114,2017,Sonora,26,26,3011809.622,1506924.669,1504884.953,53556.79595,16766,5411.085195,3093.072085,16782.21996,21283.20468,36790.79595,2182.971609,38973.76756,73.1042014,78.36616271,75.6710118,4500.984719,-2318.01311,11.43713514,9.305669042,10.39739558,5.566752918,17.78226471,1.221551179,0.072480398,1.294031577,0.557213837,0.706658367,0.14944453,-0.076964131,2.21254993
1115,2018,Sonora,26,26,3050472.708,1525343.79,1525128.919,53772.54905,17193,5461.918404,2777.41497,16925.84758,21410.46863,36579.54905,1800.117615,38379.66666,73.23140353,78.4713387,75.78746947,4484.621049,-2684.503434,11.20812408,9.119337322,10.18920371,5.63617565,17.62761191,1.199143626,0.059011104,1.25815473,0.554859827,0.701873797,0.147013971,-0.088002867,2.201158143
1116,2019,Sonora,26,26,3088524.426,1543405.157,1545119.269,53979.14282,17628,5510.77664,2494.822539,17065.54073,21530.36618,36351.14282,1448.871355,37800.01417,73.35883244,78.57652571,75.90404867,4464.825456,-3015.954101,10.99277405,8.944120703,9.993430953,5.707579921,17.47732424,1.176974432,0.046911442,1.223885874,0.55254673,0.697108496,0.144561766,-0.097650324,2.190541519
1117,2020,Sonora,26,26,3125864.554,1561066.817,1564797.737,54173.34403,18070,5557.615257,2241.759629,17201.1236,21642.56891,36103.34403,1125.589689,37228.93372,73.48649252,78.68172647,76.02075299,4441.445317,-3315.855628,10.79031459,8.779392327,9.809376902,5.780800699,17.33067543,1.154987473,0.036008908,1.190996381,0.550283715,0.692370656,0.142086941,-0.106078033,2.180650464
1118,2021,Sonora,26,26,3162762.902,1578496.293,1584266.609,54358.06485,18520,5602.406913,2241.728617,17332.49136,21746.90643,35838.06485,1053.736769,36891.80162,73.61438655,78.78694251,76.13758458,4414.415066,-3360.678297,10.6000134,8.624556355,9.636375815,5.855639697,17.18689214,1.133125244,0.03331697,1.166442214,0.548017411,0.687592055,0.139574644,-0.106257674,2.171438127
1119,2022,Sonora,26,26,3199479.266,1595852.281,1603626.986,54535.16161,18980,5645.523044,2241.69784,17461.28588,21845.28814,35555.16161,980.1770598,36535.33867,73.74251575,78.89217413,76.25454423,4384.002264,-3403.825204,10.42117504,8.479046963,9.473795489,5.932215346,17.04501173,1.111279638,0.030635518,1.141915157,0.545753994,0.682776362,0.137022368,-0.10638685,2.162860309
1120,2023,Sonora,26,26,3235842.791,1613033.231,1622809.56,54695.07783,19447,5686.863617,2241.667305,17587.02157,21937.47392,35248.07783,905.256043,36153.33387,73.87087991,78.9974206,76.37163147,4350.452355,-3445.196312,10.2531397,8.342327302,9.321036091,6.009871696,16.90288477,1.089301308,0.027975897,1.117277205,0.543506675,0.677952402,0.134445727,-0.10646983,2.154875363
1121,2024,Sonora,26,26,3271823.823,1630025.434,1641798.389,54827.33511,19925,5726.361481,2241.637017,17709.08111,22023.2494,34902.33511,829.4438286,35731.77894,73.99947743,79.10268014,76.48884461,4314.168293,-3484.724464,10.09528186,8.213888426,9.177528967,6.08987558,16.7574228,1.066754722,0.025351115,1.092105837,0.541260229,0.673118438,0.131858209,-0.106507094,2.147444092
1122,2025,Sonora,26,26,3307364.757,1646801.54,1660563.217,54920.10017,20411,5763.951073,2241.606982,17826.7353,22102.38896,34509.10017,753.3095693,35262.40974,74.12830542,79.20795009,76.60618087,4275.65366,-3522.344091,9.947008975,8.093248212,9.042735432,6.171378575,16.6053956,1.043401702,0.022776731,1.066178433,0.539001187,0.668277937,0.12927675,-0.106500019,2.14052965
1123,2026,Sonora,26,26,3342396.977,1663327.386,1679069.591,54981.05975,20907,5799.626844,2241.577205,17939.40953,22174.82761,34074.05975,677.3684417,34751.42819,74.25735976,79.31322692,76.72363642,4235.418081,-3558.049639,9.807760106,7.979950268,8.916145551,6.255091823,16.44958996,1.019449813,0.020265948,1.039715762,0.536722886,0.663440871,0.126717984,-0.106452036,2.134097426
1124,2027,Sonora,26,26,3376893.202,1679589.648,1697303.555,55026.77288,21412,5833.383868,2241.54769,18046.85802,22240.82589,33614.77288,602.1316974,34216.90458,74.38663519,79.41850633,76.84120648,4193.967875,-3591.836178,9.677004617,7.873562848,8.797276925,6.340739466,16.29508829,0.995434883,0.017830937,1.013265819,0.534421936,0.658617983,0.124196047,-0.10636511,2.128114947
1125,2028,Sonora,26,26,3410844.817,1695585.16,1715259.657,55056.15482,21928,5865.308721,2241.518442,18148.92256,22300.69994,33128.15482,527.9871046,33656.14193,74.51612535,79.52378335,76.95888535,4151.777384,-3623.790279,9.554240834,7.77367777,8.685673486,6.428905792,16.14150094,0.971259515,0.015479658,0.986739173,0.532094643,0.653817489,0.121722846,-0.106243188,2.122551765
1126,2029,Sonora,26,26,3444226.822,1711302.551,1732924.27,55067.40133,22454,5895.48885,2241.489463,18245.53555,22354.79472,32613.40133,455.2597885,33068.66112,74.64582288,79.62905235,77.07666652,4109.259176,-3653.999387,9.438994739,7.679909355,8.580904308,6.519315121,15.98832022,0.94690051,0.013218055,0.960118564,0.529742566,0.649051177,0.119308611,-0.106090556,2.117379358
